"Rank","Name","Symbol","marketcap","price (USD)","country"
"1","ASML","ASML","548456562688","1413.01","Netherlands"
"2","LVMH","MC.PA","314690078586","633.956","France"
"3","Hermès","RMS.PA","254715804168","2429.65","France"
"4","L'Oréal","OR.PA","248684330239","465.89","France"
"5","Novo Nordisk","NVO","244509949952","47.64","Denmark"
"6","Prosus","PRX.AS","237639500153","54.3864","Netherlands"
"7","SAP","SAP","237255966720","203.34","Germany"
"8","Siemens","SIE.DE","231964978974","296.169","Germany"
"9","Inditex","ITX.MC","210533455165","67.5573","Spain"
"10","Santander","SAN","188250652672","12.71","Spain"
"11","Airbus","AIR.PA","178539035777","226.176","Netherlands"
"12","Deutsche Telekom","DTE.DE","178118820455","35.7768","Germany"
"13","Allianz SE","ALV.DE","176502115952","457.791","Germany"
"14","Schneider Electric","SU.PA","168108502310","299.007","France"
"15","TotalEnergies","TTE","158181326848","73.83","France"
"16","Iberdrola","IBE.MC","154724141627","22.8955","Spain"
"17","Siemens Energy","ENR.F","154271412065","180.362","Germany"
"18","Safran","SAF.PA","151672597350","364.152","France"
"19","Accenture","ACN","149217820672","240.62","Ireland"
"20","Anheuser-Busch Inbev","BUD","147326025728","75.81","Belgium"
"21","Eaton","ETN","145528127488","373.82","Ireland"
"22","EssilorLuxottica","EL.PA","139701884557","301.608","France"
"23","Banco Bilbao Vizcaya Argentaria","BBVA","137941942272","24.09","Spain"
"24","Medtronic","MDT","131981197312","102.9","Ireland"
"25","UniCredit","UCG.MI","130990838172","87.4202","Italy"
"26","Investor AB","INVE-B.ST","123038580271","40.1653","Sweden"
"27","BNP Paribas","BNP.PA","123033818041","110.168","France"
"28","Intesa Sanpaolo","ISP.MI","122637080383","7.05368","Italy"
"29","Sanofi","SNY","116173840384","47.83","France"
"30","Air Liquide","AI.PA","114618208617","198.321","France"
"31","Enel","ENEL.MI","112415947536","11.206","Italy"
"32","Dior","CDI.PA","107717363755","597.068","France"
"33","Trane Technologies","TT","100838031360","454.76","Ireland"
"34","AXA","CS.PA","98030338083","46.8905","France"
"35","Seagate Technology","STX","93623132160","429.32","Ireland"
"36","CaixaBank","CABK.MC","89977199000","12.8517","Spain"
"37","Vinci","DG.PA","88051749653","158.666","France"
"38","Atlas Copco","ATCO-B.ST","88050317062","18.078","Sweden"
"39","ING","ING","87995719680","30.06","Netherlands"
"40","Spotify","SPOT","87012868096","422.61","Sweden"
"41","Rheinmetall","RHM.F","86818949514","1892.29","Germany"
"42","Cement Roadstone Holding","CRH","84958658560","127.13","Ireland"
"43","Johnson Controls","JCI","84250902528","137.65","Ireland"
"44","Munich RE (Münchener Rück)","MUV2.DE","82653359076","628.99","Germany"
"45","Volvo Group","VOLV-A.ST","78064855057","38.3903","Sweden"
"46","ENGIE","ENGI.PA","73895488117","30.3854","France"
"47","Deutsche Bank","DB","71111753728","37.22","Germany"
"48","DSV","DSV.VI","70452349186","297.588","Denmark"
"49","DHL Group (Deutsche Post)","DHL.DE","67764079147","58.7609","Germany"
"50","Nordea Bank","NDA-FI.HE","67645087875","19.7742","Finland"
"51","Infineon","IFX.DE","64714409016","49.6985","Germany"
"52","Société Générale","GLE.PA","64606425320","85.8122","France"
"53","Crédit Agricole","ACA.PA","63905712929","21.122","France"
"54","BMW","BMW.DE","63738545955","104.564","Germany"
"55","Generali","G.MI","63358118687","42.1494","Italy"
"56","ENI","E","62918029312","42.32","Italy"
"57","Merck KGaA","MRK.DE","62430566925","143.592","Germany"
"58","Mercedes-Benz","MBG.DE","61493194061","69.4963","Germany"
"59","Volkswagen","VOW3.DE","60645944822","119.118","Germany"
"60","Thales","HO.PA","60032232480","292.149","France"
"61","Ferrari","RACE","59626602496","333.79","Italy"
"62","UCB","UCB.VI","59281150620","312.012","Belgium"
"63","KBC","KBCSF","59065974784","135.35","Belgium"
"64","NXP Semiconductors","NXPI","56554348544","224.32","Netherlands"
"65","Siemens Healthineers","SHL.DE","54897621790","48.9477","Germany"
"66","E.ON","EOAN.DE","54652815807","20.9151","Germany"
"67","Bayer","BAYN.DE","53198183704","54.1499","Germany"
"68","Danone","BN.PA","52657771264","81.7687","France"
"69","Orange","ORA.PA","51895817425","19.52","France"
"70","Compagnie de Saint-Gobain","SGO.PA","51785247699","104.445","France"
"71","Sandvik","SAND.ST","51725243814","41.2355","Sweden"
"72","BASF","BAS.DE","50841472716","56.9638","Germany"
"73","Ferrovial","FER.MC","50670886758","70.9151","Spain"
"74","Argenx","ARGX","50215292928","811.45","Netherlands"
"75","Erste Group Bank","EBO.F","49129956805","126.507","Austria"
"76","Aena","AENA.MC","49054148357","32.7028","Spain"
"77","Assa Abloy","ASSA-B.ST","48612245817","43.7642","Sweden"
"78","Heineken","HEIA.AS","48309851193","87.1128","Netherlands"
"79","ArcelorMittal","MT","46978637824","61.3","Luxembourg"
"80","Deutsche Börse","DB1.DE","46479237469","253.606","Germany"
"81","RWE","RWE.DE","46157417193","62.4261","Germany"
"82","Commerzbank","CBK.F","45610389553","40.3169","Germany"
"83","HeidelbergCement","HEI.DE","44813931102","254.67","Germany"
"84","Swedbank","SWED-A.ST","44216144373","39.3944","Sweden"
"85","Danske Bank","DANS.VI","43865119657","53.9016","Denmark"
"86","Legrand","LR.PA","43572932183","166.529","France"
"87","Skandinaviska Enskilda Banken","SEB-A.ST","42923417495","21.8821","Sweden"
"88","Porsche","P911.DE","42738806803","46.9142","Germany"
"89","Universal Music Group","UMG.AS","42724898418","23.2975","Netherlands"
"90","Adyen","ADYEN.AS","42312416971","1341.69","Netherlands"
"91","Henkel","HEN3.DE","39556258806","94.3249","Germany"
"92","ASM International","ASM.AS","39535858711","808.465","Netherlands"
"93","Nokia","NOK","39468515328","7.07","Finland"
"94","Daimler Truck","DTG.F","39433758960","51.4424","Germany"
"95","SAAB AB","SAAB-B.ST","39173372398","72.8442","Sweden"
"96","Ingersoll Rand","IR","39149072384","98.5","Ireland"
"97","Endesa","ELE.MC","38955442714","37.5266","Spain"
"98","Ericsson","ERIC","38017130496","11.16","Sweden"
"99","Kering","KER.PA","37410827426","305.096","France"
"100","EQT","EQT.ST","37057631442","31.642","Sweden"
"101","Ahold Delhaize","AD.AS","36836070185","41.3336","Netherlands"
"102","KONE","KNEBV.HE","36760738749","70.986","Finland"
"103","Leonardo","LDO.MI","36294042688","62.899","Italy"
"104","Epiroc","EPI-A.ST","36084243997","29.8453","Sweden"
"105","PKN Orlen","PKN.WA","36034173228","31.0387","Poland"
"106","Ryanair","RYAAY","35971674112","68.61","Ireland"
"107","Hannover Rück","HNR1.DE","35417744197","293.686","Germany"
"108","Poste Italiane","PST.MI","35374745398","27.3351","Italy"
"109","Maersk","MAERSK-B.CO","35295628725","2420.05","Denmark"
"110","Prysmian Group","PRY.MI","34906766008","121.719","Italy"
"111","Dassault Systèmes","DSY.PA","34631009993","26.3065","France"
"112","Talanx","TLX.DE","33858590966","131.118","Germany"
"113","H&amp;M","HM-B.ST","33303152589","20.834","Sweden"
"114","Fresenius","FRE.DE","33136304112","58.8319","Germany"
"115","PKO Bank Polski","PKO.WA","32641357758","26.1131","Poland"
"116","Hochtief","HOT.F","32434489995","431.071","Germany"
"117","OTP Bank","OTP.BD","32336190827","126.705","Hungary"
"119","Experian","EXPGF","32049850368","35.11","Ireland"
"120","Banca Monte dei Paschi di Siena","BMPS.MI","31972004708","10.5226","Italy"
"121","ČEZ Group","CEZ.PR","31967184492","59.5502","Czech Republic"
"122","Svenska Handelsbanken","SHB-A.ST","31194258515","15.7544","Sweden"
"123","ABN AMRO","ABN.AS","30356644069","36.8763","Netherlands"
"124","Ørsted","ORSTED.CO","30151191905","22.8235","Denmark"
"125","Naturgy","NTGY.MC","30070783652","31.3076","Spain"
"126","Grupo ACS","ACS.MC","29757549576","114.566","Spain"
"127","BPER Banca","BPE.MI","29309168805","14.9385","Italy"
"128","Sampo","SAMPO.HE","29307246233","11.0357","Finland"
"129","Dassault Aviation","AM.PA","29060551576","374.793","France"
"130","Hexagon AB","HEXA-B.ST","28551193191","10.6361","Sweden"
"131","Novonesis","NZYM.VI","28384968228","60.7236","Denmark"
"132","Philips","PHG","28015841280","29.46","Netherlands"
"133","Michelin","ML.PA","27813550066","38.9927","France"
"134","Veolia","VIE.PA","27691708833","37.8577","France"
"135","Beiersdorf","BEI.DE","27261820113","122.133","Germany"
"136","EnBW Energie","EBK.DE","26848878606","82.7619","Germany"
"137","International Consolidated Airlines","BABWF","26755221504","5.75","Spain"
"138","BioNTech","BNTX","26754236416","106.62","Germany"
"139","Flutter Entertainment","FLUT","26733379584","152.53","Ireland"
"140","Exor","EXO.AS","26579406063","81.0475","Netherlands"
"141","Amadeus IT Group","AMS.MC","26493292237","61.6458","Spain"
"142","Vestas Wind Systems","VWS.CO","25818366082","26.0682","Denmark"
"143","Verbund AG","OEWA.F","25156941943","71.9437","Austria"
"144","AerCap","AER","24975849472","140.07","Ireland"
"145","Hapag-Lloyd","HLAG.DE","24900498825","141.641","Germany"
"146","Vonovia","VNA.DE","24847109900","29.2977","Germany"
"147","Steris","STE","24835391488","252.16","Ireland"
"148","MTU Aero Engines","MTX.DE","24196367451","449.87","Germany"
"149","Telefónica","TEF.MC","24146436251","4.27879","Spain"
"150","Pernod Ricard","RI.PA","23971697633","95.1998","France"
"151","AIB Group (Allied Irish Banks)","A5G.IR","23810625263","11.1433","Ireland"
"152","Wärtsilä","WRT1V.HE","23765674834","40.3878","Finland"
"153","Tenaris","TS","23681732608","46.91","Luxembourg"
"154","Snam","SRG.MI","23668761671","7.05604","Italy"
"155","Alfa Laval","ALFA.ST","23397297488","56.6073","Sweden"
"156","Publicis Groupe","PUB.PA","23384465462","93.2135","France"
"157","Industrivarden","INDU-A.ST","23137971844","53.5241","Sweden"
"158","Smurfit Westrock","SW","23058761728","44.14","Ireland"
"159","Capgemini","CAP.PA","22966499599","136.439","France"
"160","Banco BPM","BAMI.MI","22822536673","15.1809","Italy"
"161","Terna","TRN.MI","22475761693","11.206","Italy"
"162","Repsol","REP.MC","22023480086","19.8569","Spain"
"163","Bouygues","EN.PA","21925322335","57.0466","France"
"164","Cellnex Telecom","CLNX.MC","21887919336","32.4427","Spain"
"165","Traton","8TRA.DE","21717323692","42.7761","Germany"
"166","Nebius Group","NBIS","21680601088","86.1","Netherlands"
"167","EDP Group","EDP.F","21318101703","5.06266","Portugal"
"168","NN Group","NN.AS","21281747159","81.0121","Netherlands"
"169","Essity","ESSITY-B.ST","21089135171","30.9211","Sweden"
"170","Stellantis","STLA","21029910528","7.28","Netherlands"
"171","Amer Sports","AS","20801974272","37.51","Finland"
"172","Fortum","FORTUM.HE","20612258415","22.9723","Finland"
"173","Knorr-Bremse","KBX.DE","20354883068","126.271","Germany"
"174","KPN","KPN.AS","20246870316","5.29321","Netherlands"
"175","OMV","OMV.F","20239424584","61.8941","Austria"
"176","Carlsberg","CARL-B.CO","20124806387","152.262","Denmark"
"177","Boliden","BOL.ST","19676744135","69.2952","Sweden"
"178","Neste","NESTE.HE","19202309178","24.9941","Finland"
"179","Bank of Ireland Group","BIRG.IR","19143547219","20.0875","Ireland"
"180","Genmab","GMAB","19034185728","30.9","Denmark"
"181","Amundi","AMUN.PA","18919458532","92.3977","France"
"182","Telia Company","TELIA.ST","18774169583","4.77458","Sweden"
"183","Puig Brands","PUIG.MC","18719377790","19.5673","Spain"
"184","Banco Sabadell","SAB.MC","18377503675","3.67699","Spain"
"185","JDE Peet's","JDEP.AS","18166773721","37.4557","Netherlands"
"186","Eurobank Ergasias Services and Holdings","EUROB.AT","18110442823","4.94798","Greece"
"187","Mediobanca","MB.MI","18072016793","22.4107","Italy"
"188","Wolters Kluwer","WKL.AS","18067011808","80.0426","Netherlands"
"189","Aptiv","APTV","17939052544","82.38","Ireland"
"190","Coloplast","COLO-B.CO","17603298105","78.1095","Denmark"
"191","KGHM Polska Miedź","KGH.WA","17433712576","87.1686","Poland"
"192","Uniper","UN0.DE","17357242259","41.6765","Germany"
"193","Powszechny Zakład Ubezpieczeń","PZU.WA","17285949819","20.0179","Poland"
"194","Banca Mediolanum","BMED.MI","17278781194","23.3743","Italy"
"195","Kingspan Group","KRX.IR","17213367714","95.1762","Ireland"
"196","Sartorius","SRT.DE","16962582142","220.856","Germany"
"197","Bank Pekao (Bank Polska Kasa Opieki)","PEO.WA","16934973666","64.5216","Poland"
"198","Continental","CON.DE","16737317877","83.6841","Germany"
"199","Unipol Assicurazioni","UNI.MI","16615334994","23.1615","Italy"
"200","Santander Polska","SPL.WA","16612421993","162.565","Poland"
"201","Metso","METSO.HE","16603171210","20.0579","Finland"
"202","National Bank of Greece","ETE.AT","16409909064","18.0303","Greece"
"203","EDP Renováveis","EDPR.LS","16402975453","15.6065","Spain"
"204","Investment AB Latour","LATO-B.ST","16322415365","25.531","Sweden"
"205","Unibail-Rodamco-Westfield","URW.PA","16284020502","113.573","France"
"206","Elia Group","ELI.BR","16231795048","148.853","Belgium"
"207","FinecoBank","FBK.MI","16209135809","26.5074","Italy"
"208","Lifco","LIFCO-B.ST","16160646882","35.5792","Sweden"
"209","Raiffeisen Bank International","RAW.F","16129959226","48.6403","Austria"
"210","Banco Comercial Português (Millennium bcp)","BCP.LS","15994879119","1.0804","Portugal"
"211","UPM-Kymmene","UPM.HE","15711239104","29.7943","Finland"
"212","Bolloré","BOL.PA","15656626173","5.60416","France"
"213","Alstom","ALO.PA","15530281181","33.6131","France"
"214","Moncler","MONC.MI","15529077757","57.1766","Italy"
"215","Allegion","ALLE","15465964544","179.77","Ireland"
"216","BE Semiconductor","BESI.AS","15419535906","195.673","Netherlands"
"217","ASR Nederland","ASRNL.AS","15416986197","73.8","Netherlands"
"218","Bankinter","BKT.MC","15316185513","17.043","Spain"
"219","Eiffage","FGR.PA","15283308067","158.785","France"
"220","Swedish Orphan Biovitrum","SOBI.ST","15235582832","43.8973","Sweden"
"221","Jerónimo Martins","JEM.F","15082152234","23.93","Portugal"
"222","Telecom Italia","TIT.MI","15062263049","0.708205","Italy"
"223","ING Bank Slaski","ING.WA","15060064648","115.758","Poland"
"224","Lundbergföretagen","LUND-B.ST","15059057575","60.722","Sweden"
"225","Tryg","TRYG.CO","14926695746","24.8493","Denmark"
"226","Galp Energia","GZ5.F","14667018170","19.8806","Portugal"
"227","Bureau Veritas","BVI.PA","14666031459","33.0575","France"
"228","Kerry Group","KRZ.IR","14627688966","91.0381","Ireland"
"229","SPEEH Hidroelectrica","H2O.RO","14505717714","32.2491","Romania"
"230","Mapfre","MAP.MC","14347722178","4.68432","Spain"
"231","Euronext","ENX.PA","14331228974","138.212","Netherlands"
"232","ageas","AGS.BR","14204145462","74.4857","Belgium"
"233","DWS Group","DWS.F","14175929165","70.8796","Germany"
"234","Eurofins Scientific","ERF.PA","14169099673","80.3973","Luxembourg"
"235","Fresenius Medical Care","FMS","14058384384","24.08","Germany"
"236","James Hardie Industries","JHX","13709467648","23.64","Ireland"
"237","Covestro","1COV.F","13657471344","71.79","Germany"
"238","Aéroports de Paris","ADP.PA","13629535926","137.739","France"
"239","Ascendis Pharma","ASND","13572955136","222.15","Denmark"
"240","Accor","AC.PA","13502683655","57.6732","France"
"241","Tele2","TEL2-B.ST","13461134761","19.4089","Sweden"
"242","Edison","EDNR.MI","13438971192","2.83755","Italy"
"243","Ipsen","IPN.PA","13259547211","160.913","France"
"244","Prada","1913.HK","13257170255","5.18096","Italy"
"245","bioMérieux","BIM.PA","13233355184","112.083","France"
"246","Piraeus Financial Holdings","TPEIR.AT","13071458335","10.4635","Greece"
"247","Lufthansa","LHA.DE","13051167202","10.8915","Germany"
"248","Rexel","RXL.PA","13031643646","44.4313","France"
"249","BAWAG Group","0B2.F","12796841579","161.859","Austria"
"250","Porsche SE","PAH3.DE","12767053808","41.6883","Germany"
"251","mBank","MBK.WA","12682182725","298.223","Poland"
"252","SKF (Svenska Kullagerfabriken)","SKF-B.ST","12557963287","27.5606","Sweden"
"253","Skanska","SKA-B.ST","12497312599","30.1891","Sweden"
"254","Italgas","IG.MI","12476924504","12.2842","Italy"
"255","Carrefour","CA.PA","12399584536","17.5573","France"
"256","Evolution Gaming","EVO.ST","12364797818","62.064","Sweden"
"257","Orion Corporation","ORNAV.HE","12286342821","86.7817","Finland"
"258","Strabag","XD4.F","12188499850","105.581","Austria"
"259","Alpha Services and Holdings","ALPHA.AT","12082740188","5.23764","Greece"
"260","D'Ieteren Group","DIE.BR","12061232313","227.24","Belgium"
"261","AEGON","AEG","12001527808","7.88","Netherlands"
"262","Symrise","SY1.DE","11990848959","85.7886","Germany"
"263","Technoprobe","TPRO.MI","11946369487","18.6569","Italy"
"264","GEA Group","G1A.F","11921870002","73.2443","Germany"
"265","Acciona","ANA.MC","11895593227","218.255","Spain"
"266","AkzoNobel","AKZA.AS","11859195099","69.3308","Netherlands"
"267","Financière de Tubize","TUB.BR","11841257544","266.02","Belgium"
"268","ICON plc","ICLR","11711704064","150.59","Ireland"
"269","Schaeffler","SHA0.DE","11697111804","12.2606","Germany"
"270","GBL","GBLB.VI","11511060517","95.4717","Belgium"
"271","Thyssenkrupp","TKA.F","11489597437","13.8863","Germany"
"272","Komerční banka","KOMB.PR","11476875495","60.7705","Czech Republic"
"273","Recordati","REC.MI","11395915600","55.8052","Italy"
"274","Millicom","TIGO","11186339840","66.95","Luxembourg"
"275","Getlink","GET.PA","11115453642","20.5131","France"
"276","Klépierre","LI.PA","11098241288","38.7562","France"
"277","HELLA","HLE.F","11021460658","99.0778","Germany"
"278","Dino Polska","DNP.WA","10769065574","10.9844","Poland"
"279","LPP SA","LPP.WA","10710458953","5771.06","Poland"
"280","Hensoldt","HAG.F","10692422259","92.5751","Germany"
"281","Ayvens","AYV.PA","10657617397","13.6084","France"
"282","Renault","RNO.PA","10578590939","36.498","France"
"283","Buzzi Unicem","BZU.MI","10530177943","58.1698","Italy"
"284","Qiagen","QGEN","10499518464","50.95","Netherlands"
"285","CTP N.V.","CTPNV.AS","10494472328","21.8964","Netherlands"
"286","Sofina","SOF.VI","10421472677","283.991","Belgium"
"287","Sagax","SAGA-B.ST","10184271334","21.9154","Sweden"
"288","Ackermans &amp; Van Haaren","ACKB.BR","10178142523","310.948","Belgium"
"289","Indra Sistemas","IDR.MC","10176442716","58.0752","Spain"
"290","Lotus Bakeries","LOTB.BR","10138661377","12485.2","Belgium"
"291","Securitas AB","SECU-B.ST","10104167542","17.651","Sweden"
"292","Rational AG","RAA.F","10075449487","886.143","Germany"
"293","Deutsche Wohnen","DWNI.DE","10066511629","25.3606","Germany"
"294","Jazz Pharmaceuticals","JAZZ","10056627200","165.5","Ireland"
"295","Vienna Insurance Group","WSV2.F","10033578490","78.3873","Austria"
"296","Stora Enso","STEAV.HE","9976630142","12.6507","Finland"
"297","MOL Group","MOL.BD","9853742699","12.3326","Hungary"
"298","Romgaz","SNG.RO","9843389957","2.55392","Romania"
"299","Addtech AB","ADDT-B.ST","9794957663","36.2834","Sweden"
"300","Kesko","KESKOA.HE","9733627479","24.2965","Finland"
"301","SPIE","SPIE.PA","9730035367","57.1766","France"
"302","Red Eléctrica","RED.MC","9711755187","17.9712","Spain"
"303","Banca Popolare di Sondrio","BPSO.MI","9676618596","21.5122","Italy"
"304","Trelleborg AB","TREL-B.ST","9646885611","42.8659","Sweden"
"305","Nemetschek","NEM.F","9585561531","83.0575","Germany"
"306","Autoliv","ALV","9555681280","125.79","Sweden"
"307","Brenntag","BNR.DE","9484573192","65.6893","Germany"
"308","KION Group","KGX.DE","9464610155","72.1802","Germany"
"309","Indutrade","INDT.ST","9455062988","25.9524","Sweden"
"310","A2A","A2A.MI","9388494798","3.00071","Italy"
"311","Nordex","NDX1.F","9321794356","39.1345","Germany"
"312","Abivax","ABVX","9304475648","117.67","France"
"313","Syensqo","SYENS.BR","9230570216","90.5415","Belgium"
"314","Svenska Cellulosa Aktiebolaget (SCA)","SCA-B.ST","9125427792","12.9928","Sweden"
"315","Fraport","FRA.DE","9055619123","98.0137","Germany"
"316","Jyske Bank","JYSK.CO","9034190193","155.111","Denmark"
"317","Davide Campari-Milano","CPR.MI","8956596335","7.47222","Italy"
"318","Fastighets AB Balder","BALD-B.ST","8832118501","7.42195","Sweden"
"319","Metlen Energy &amp; Metals","MYTIL.AT","8783334849","61.2791","Greece"
"320","Public Power Corporation","PPC.AT","8666363518","23.4689","Greece"
"321","Voestalpine","VAS.F","8660203536","49.8463","Austria"
"322","Merlin Properties","MRL.MC","8637175643","15.3464","Spain"
"323","Konecranes","KCR.HE","8555478408","108.004","Finland"
"324","Ternium","TX","8531531776","43.46","Luxembourg"
"325","INWIT","INW.MI","8497051809","9.41121","Italy"
"326","Banca Transilvania","TLV.RO","8491221092","7.79643","Romania"
"327","Aurubis","NDA.F","8480939972","194.254","Germany"
"328","Allegro.eu","ALE.WA","8468503428","8.03997","Poland"
"329","SSAB","SSAB-B.ST","8466800657","8.49554","Sweden"
"330","Andritz","AZ2.F","8460789884","84.0624","Austria"
"331","Delivery Hero","DHER.F","8451063215","28.1154","Germany"
"332","Unicaja Banco","UNI.MC","8356899525","3.25372","Spain"
"333","Nordnet AB","SAVE.ST","8286581209","33.3167","Sweden"
"334","NIBE Industrier","NIBE-B.ST","8226150391","4.0803","Sweden"
"335","Evonik Industries","EVK.DE","8181722032","17.5573","Germany"
"336","Acciona Energías Renovables","ANE.MC","8167127792","25.1596","Spain"
"337","Pirelli","PIRC.MI","8147517671","7.51005","Italy"
"338","Copenhagen Airport","KBHL.CO","8074082540","1028.8","Denmark"
"339","CTS Eventim","EVD.F","7886725157","81.816","Germany"
"340","Axfood","AXFO.ST","7878693860","36.4887","Sweden"
"341","Elisa","ELISA.HE","7874743582","49.0423","Finland"
"342","InPost","INPST.AS","7854373149","15.7248","Luxembourg"
"343","CPI Property Group","O5G.DE","7824331739","0.874911","Luxembourg"
"344","Banca Generali","BGN.MI","7791869558","68.3968","Italy"
"345","Sodexo","SW.PA","7790074713","53.4169","France"
"346","Gaztransport & Technigaz","GTT.PA","7769424611","209.624","France"
"347","Klarna","KLAR","7741273600","20.52","Sweden"
"348","OTE Group","OTE.F","7735278968","18.9525","Greece"
"349","A1 Telekom Austria","TA1.F","7716055056","11.1374","Austria"
"350","Grifols","GRFS","7656395776","9.28","Spain"
"351","ALK-Abelló","ALK-B.CO","7630840883","34.441","Denmark"
"352","Volvo Car","VOLCAR-B.ST","7483497681","2.52426","Sweden"
"353","Subsea 7","SUBC.OL","7460615081","25.1932","Luxembourg"
"354","OPAP (Organization of Football Prognostics)","OPAP.AT","7440873514","20.7496","Greece"
"355","Beijer Ref","BEIJ-B.ST","7423820057","14.6454","Sweden"
"356","Rockwool","ROCK-B.CO","7360078491","35.4698","Denmark"
"357","AAK","AAK.ST","7342831786","28.1928","Sweden"
"358","Hera Group","HER.MI","7310188810","4.9799","Italy"
"359","Saipem","SPM.MI","7261708620","3.7101","Italy"
"360","KBC Ancora","KBCA.BR","7211324017","93.6392","Belgium"
"361","Nexans","NEX.PA","7178146320","164.46","France"
"362","Covivio","COV.PA","7139681547","64.4952","France"
"363","Elis","ELIS.PA","7117952117","30.8111","France"
"364","Birkenstock","BIRK","7071187456","38.45","Germany"
"365","NKT A/S","NKT.CO","6975237112","130.499","Denmark"
"366","Gecina","GFC.PA","6900351507","93.1662","France"
"367","Warehouses De Pauw","WDP.BR","6833448881","29.0612","Belgium"
"368","TKMS","TKMS.DE","6830782340","107.531","Germany"
"369","Merus","MRUS","6826245632","90","Netherlands"
"370","Technip Energies","TE.PA","6807040746","38.6853","France"
"371","RTL Group","RRTL.F","6760164112","43.6865","Luxembourg"
"372","De' Longhi","DLG.MI","6749809096","45.188","Italy"
"373","Compagnie du Cambodge","CBDG.PA","6746978508","111.137","France"
"374","Pandora","PNDORA.CO","6731815531","90.2177","Denmark"
"375","CD Projekt","CDR.WA","6720814598","67.2683","Poland"
"376","Brunello Cucinelli","BC.MI","6648012017","97.9428","Italy"
"377","Compagnie de l'Odet","ODET.PA","6578261852","1560.65","France"
"378","Zalando","ZAL.DE","6530442698","25.1714","Germany"
"379","Oberbank","OBS.VI","6472494927","91.7475","Austria"
"380","Ringkjøbing Landbobank","RILBA.CO","6472456455","266.537","Denmark"
"381","RENK Group","R3NK.DE","6430598459","64.306","Germany"
"382","AUTO1","AG1.F","6398037607","29.0612","Germany"
"383","Richter Gedeon","RIG2.F","6382324085","34.9019","Hungary"
"384","ISS A/S","ISS.CO","6368691598","39.6958","Denmark"
"385","Credito Emiliano","CE.MI","6368404199","18.7515","Italy"
"386","Fomento de Construcciones y Contratas","FCC.MC","6352161001","13.4311","Spain"
"387","Scout24 (ImmoScout24)","G24.F","6345339984","87.5503","Germany"
"388","Grupo Catalana Occidente","GCO.MC","6279289077","53.2041","Spain"
"389","Demant","DEMANT.CO","6255474203","29.661","Denmark"
"390","Randstad","RAND.AS","6231892453","35.564","Netherlands"
"391","Interpump Group","IP.MI","6207850003","58.4062","Italy"
"392","PGE Polska","PGE.WA","6195711951","2.76137","Poland"
"393","EVN Group","EVN.F","6179504162","34.5826","Austria"
"394","Getinge","GETI-B.ST","6156370583","22.603","Sweden"
"395","Avanza Bank","AZA.ST","6147571213","38.9508","Sweden"
"396","Scor","SCR.PA","6125123077","34.2398","France"
"397","ACEA","ACE.MI","6106542647","28.7302","Italy"
"398","Azimut Holding","AZM.MI","6084005687","42.7997","Italy"
"399","Zabka Group","ZAB.WA","6072159771","6.05415","Poland"
"400","Bank Millennium","MIL.WA","6040364052","4.98346","Poland"
"401","IMCD","IMCD.AS","6020050481","101.892","Netherlands"
"402","Fincantieri","FCT.MI","5986682706","18.4559","Italy"
"403","Castellum","CAST.ST","5979013997","12.1499","Sweden"
"404","Sweco","SWEC-A.ST","5970501731","16.5253","Sweden"
"405","Iveco Group","IVG.MI","5967453346","22.4048","Italy"
"406","Holmen","HOLM-B.ST","5966189267","38.8843","Sweden"
"407","Valmet","VALMT.HE","5950851180","32.3008","Finland"
"408","Maire Tecnimont","MAIRE.MI","5948714921","18.1603","Italy"
"409","Uniqa Insurance Group","UN9.F","5894411320","19.0352","Austria"
"410","Lundbeck","HLUN-B.CO","5882496737","5.92904","Denmark"
"411","Corporación Financiera Alba","ALB.MC","5871019284","97.9515","Spain"
"412","NOBA Bank Group AB","NOBA.ST","5819331105","11.6387","Sweden"
"413","Vopak","VPK.AS","5818703360","50.7921","Netherlands"
"414","Lottomatica Group","LTMC.MI","5814131801","24.4739","Italy"
"415","United Internet","UTDI.F","5787715192","32.9629","Germany"
"416","Alkermes","ALKS","5764252160","34.91","Ireland"
"417","Bechtle","BC8.F","5719731421","45.1171","Germany"
"418","DCC plc","DCC.L","5685335569","66.555","Ireland"
"419","OHB SE","OHB.DE","5683829675","296.76","Germany"
"420","Fluidra","FDR.MC","5648727589","29.747","Spain"
"421","TUI","TUI1.F","5591460224","11.0192","Germany"
"422","1&1","1U1.DE","5575804816","31.6269","Germany"
"423","Umicore","UMI.VI","5557555508","23.1024","Belgium"
"424","Tauron Polska","TPE.WA","5545793699","3.16441","Poland"
"425","LEG Immobilien","LEG.DE","5521725798","73.0669","Germany"
"426","Fuchs Petrolub","FPE.F","5461966838","35.5285","Germany"
"427","Bilfinger","GBF.F","5437417109","144.479","Germany"
"428","DEME Group","DEME.BR","5425368341","214.708","Belgium"
"429","Danieli &amp; C. Officine Meccaniche","DAN.MI","5415766979","75.668","Italy"
"430","Flughafen Wien (Vienna Airport)","FLU.VI","5374802135","64.0813","Austria"
"431","Logista (Compañía de Distribución Integral Logista)","LOG.MC","5232638292","39.6311","Spain"
"432","MONETA Money Bank","MONET.PR","5188095574","10.1528","Czech Republic"
"433","Arkema","AKE.PA","5187500206","68.5741","France"
"434","Krones","KRN.F","5109875121","161.74","Germany"
